OBJECTID,ANCHORNAME,ADDRESS,BLDGNBR,PREDIR,STREETNAME,STREETTYPE,SUFFDIR,CITY,STATECODE,ZIP5,ZIP4,LATITUDE,LONGITUDE,CAICAT,BBSERVICE,PublicWifi,URL,TRANSTECH,FULLFIPSID,CAIID,SubScrbDow,SubSrbUP,confidence
13099,"Progressive Pediatrics, Inc","3196 Kennedy Blvd Suite 2,Union City NJ 07087, Union City, New Jersey 07087",3196,,Kennedy Blvd,,,Union City,NJ,7087,,40.775101,-74.032109,3,U,U,,0,3.4017E+14,,,,0
13101,Prompt Md,"309 First Street,Hoboken NJ 07030, Hoboken, New Jersey 07030",309,,First Street,,,Hoboken,NJ,7030,,40.73815,-74.034965,3,U,U,,0,3.4017E+14,,,,0
13108,Prospect Pediatrics,"685 Mt Prospect Avenue,Newark NJ 07104, Newark, New Jersey 07104",685,,Mt Prospect Avenue,,,Newark,NJ,7104,,40.775669,-74.165733,3,U,U,,0,3.4013E+14,,,,0
13115,Prudential-Employee Health Services,"213 Washington Street,Newark NJ 07102, Newark, New Jersey 07102",213,,Washington Street,,,Newark,NJ,7102,,40.737601,-74.174174,3,U,U,,0,3.4013E+14,,,,0
13116,Prudential-Employee Health Services,"55 Livingston Avenue,Roseland NJ 07068, Roseland, New Jersey 07068",55,,Livingston Avenue,,,Roseland,NJ,7068,,40.81673,-74.3009,3,U,U,,0,3.4013E+14,,,,0
13117,Prudential-Employee Health Services,"80 Livingston Avenue,Roseland NJ 07068, Roseland, New Jersey 07068",80,,Livingston Avenue,,,Roseland,NJ,7068,,40.814388,-74.304466,3,U,U,,0,3.4013E+14,,,,0
13126,"Pulmonary And Sleep Care Associates, Llc","377 Jersey Ave, Suite 470,Jersey City NJ 07302, Jersey City, New Jersey 07302",377,,Jersey Ave,,,Jersey City,NJ,7302,,40.716174,-74.049109,3,U,U,,0,3.4017E+14,,,,0
13144,QUICK CHEK PHARMACY #095,"280 Broadway, Bayonne, NJ 07002, USA, Bayonne, NJ 07002",280,,"Broadway, Bayonne",,,Bayonne,NJ,7002,,40.6562154,-74.1246236,3,U,U,,0,3.4017E+14,,,,0
13146,QUICK CHEK PHARMACY #111,"7201 Bergenline Avenue, North Bergen, NJ 07047, USA, North Bergen, NJ 07047",7201,,"Bergenline Avenue, North Bergen",,,North Bergen,NJ,7047,,40.79766,-74.0100779,3,U,U,,0,3.4017E+14,,,,0
13151,QUICK STOP PHARMACY,"198 Market St Newark, NJ 07102-3708 United States, Newark, New Jersey 07102",198,,Market St Newark,,,Newark,NJ,7102,,40.735298,-74.171173,3,U,U,,0,3.4013E+14,,,,0
13157,Quality Medical Care,"2690 John F Kennedy Blvd,Jersey City NJ 07306, Jersey City, New Jersey 07306",2690,,John F Kennedy Blvd,,,Jersey City,NJ,7306,,40.728119,-74.070243,3,U,U,,0,3.4017E+14,,,,0
13164,R Swami Nathan Md Pa,"799 Bloomfield Ave, Suite # 102,Verona NJ 07044-1116, Verona, New Jersey 07044",799,,Bloomfield Ave,,,Verona,NJ,7044,,40.83429,-74.253227,3,U,U,,0,3.4013E+14,,,,0
13165,RACHIT DRUG,"233 Lyons Ave Newark, NJ 07112-1737 United States, Newark, New Jersey 07112",233,,Lyons Ave Newark,,,Newark,NJ,7112,,40.710603,-74.214828,3,U,U,,0,3.4013E+14,,,,0
13196,REGAL PHARMACY/VLC DRUG INC.,"684 Mount Prospect Ave Newark, NJ 07104-3110 United States, Newark, New Jersey 07104",684,,Mount Prospect Ave Newark,,,Newark,NJ,7104,,40.775303,-74.165924,3,U,U,,0,3.4013E+14,,,,0
13201,RENAL CARE GROUP MAPLEWOOD,"2130 Millburn Avenue, Maplewood, NJ 07040, USA, Maplewood, NJ 07040",2130,,"Millburn Avenue, Maplewood",,,Maplewood,NJ,7040,,40.7216145,-74.2812624,3,U,U,,0,3.4013E+14,,,,0
13214,"RENEX DIALYSIS CLINIC OF BLOOMFIELD, INC","206 Belleville Avenue, Bloomfield, NJ 07003, USA, Bloomfield, NJ 07003",206,,"Belleville Avenue, Bloomfield",,,Bloomfield,NJ,7003,,40.798273,-74.189344,3,U,U,,0,3.4013E+14,,,,0
13215,RENEX DIALYSIS CLINIC OF EAST ORANGE,"110 South Grove Street, East Orange, NJ 07018, USA, East Orange, NJ 07018",110,,"South Grove Street, East Orange",,,East Orange,NJ,7018,,40.753326,-74.204528,3,U,U,,0,3.4013E+14,,,,0
13216,RENEX DIALYSIS CLINIC OF HARRISON,"620 Essex Street, Harrison, NJ 07029, USA, Harrison, NJ 07029",620,,"Essex Street, Harrison",,,Harrison,NJ,7029,,40.7427005,-74.1513544,3,U,U,,0,3.4017E+14,,,,0
13217,RENEX DIALYSIS CLINIC OF ORANGE,"151 Central Avenue, City of Orange, NJ 07050, USA, City of Orange, NJ 07050",151,,"Central Avenue, City of Orange",,,City of Orange,NJ,7050,,40.7645027,-74.2296552,3,U,U,,0,3.4013E+14,,,,0
13235,RITE AID- 1200 CLINTON AVE,"1200 Clinton Ave, Ste 1 Irvington, NJ 07111-2015 United States, Irvington, New Jersey 07111",1200,,Clinton Ave,,,Irvington,NJ,7111,,40.72831,-74.231903,3,U,U,,0,3.4013E+14,,,,0
13236,RITE AID- 77-105 BLOOMFIELD,"105 Bloomfield Avenue, Bloomfield, NJ 07003, USA, Bloomfield, NJ 07003",105,,"Bloomfield Avenue, Bloomfield",,,Bloomfield,NJ,7003,,40.7783476,-74.1887345,3,U,U,,0,3.4013E+14,,,,0
13241,RITE AID-100 FRANKLIN AVE,"100 Franklin Ave Nutley, NJ 07110-3266 United States, Nutley, New Jersey 07110",100,,Franklin Ave Nutley,,,Nutley,NJ,7110,,40.811904,-74.164808,3,U,U,,0,3.4013E+14,,,,0
13248,RITE AID-1015 SPRINGFIELD AVE,"1015 Springfield Ave Irvington, NJ 07111-2024 United States, Irvington, New Jersey 07111",1015,,Springfield Ave Irvington,,,Irvington,NJ,7111,,40.72628,-74.229736,3,U,U,,0,3.4013E+14,,,,0
13249,RITE AID-104 12TH AVENUE,"104 12th Ave Newark, NJ 07107-3004 United States, Newark, New Jersey 07107",104,,12th Ave Newark,,,Newark,NJ,7107,,40.742713,-74.191593,3,U,U,,0,3.4013E+14,,,,0
13255,RITE AID-1084 BROAD STREET,"1084 Broad St Newark, NJ 07102-2320 United States, Newark, New Jersey 07102",1084,,Broad St Newark,,,Newark,NJ,7102,,40.72475,-74.178528,3,U,U,,0,3.4013E+14,,,,0
13258,RITE AID-1097 BROADWAY,"1097 Broadway Bayonne, NJ 07002-4126 United States, Bayonne, New Jersey 07002",1097,,Broadway Bayonne,,,Bayonne,NJ,7002,,40.685544,-74.099958,3,U,U,,0,3.4017E+14,,,,0
13263,RITE AID-111 MARKET ST,"111 Market St Newark, NJ 07102-2809 United States, Newark, New Jersey 07102",111,,Market St Newark,,,Newark,NJ,7102,,40.736231,-74.174459,3,U,U,,0,3.4013E+14,,,,0
13266,RITE AID-12-16 NORTH ST.,"16 North Street, Bayonne, NJ 07002, USA, Bayonne, NJ 07002",16,,"North Street, Bayonne",,,Bayonne,NJ,7002,,40.6548461,-74.1299164,3,U,U,,0,3.4017E+14,,,,0
13269,RITE AID-1212 SUMMIT AVE,"1212 Summit Ave Jersey City, NJ 07307-3137 United States, Jersey City, New Jersey 07307",1212,,Summit Ave Jersey City,,,Jersey City,NJ,7307,,40.756468,-74.045178,3,U,U,,0,3.4017E+14,,,,0
13276,RITE AID-1300 WILLOW AVE,"1300 Willow Ave Hoboken, NJ 07030-3308 United States, Hoboken, New Jersey 07030",1300,,Willow Ave Hoboken,,,Hoboken,NJ,7030,,40.752991,-74.029922,3,U,U,,0,3.4017E+14,,,,0
13280,RITE AID-1320 SHIPYARD LANE,"1320 Shipyard Ln, #4 Hoboken, NJ 07030-5582 United States, Hoboken, New Jersey 07030",1320,,Shipyard Ln,,,Hoboken,NJ,7030,,40.75231,-74.024614,3,U,U,,0,3.4017E+14,,,,0
13288,RITE AID-139 S ORANGE AVE,"139 South Orange Ave South Orange, NJ 07079-1901 United States, South Orange, New Jersey 07079",139,,South Orange Ave South Orange,,,South Orange,NJ,7079,,40.745369,-74.255997,3,U,U,,0,3.4013E+14,,,,0
13291,RITE AID-140-42 FERRY ST,"327-42 Ferry Street, Newark, NJ 07105, USA, Newark, NJ 07105",327-42,,"Ferry Street, Newark",,,Newark,NJ,7105,,40.729289,-74.1488252,3,U,U,,0,3.4013E+14,,,,0
13329,RITE AID-20 MAIN STREET,"20 Main St West Orange, NJ 07052-5301 United States, West Orange, New Jersey 07052",20,,Main St West Orange,,,West Orange,NJ,7052,,40.776685,-74.239085,3,U,U,,0,3.4013E+14,,,,0
13359,RITE AID-248 KEARNY AVENUE,"248 Kearny Ave Kearny, NJ 07032-2505 United States, Kearny, New Jersey 07032",248,,Kearny Ave Kearny,,,Kearny,NJ,7032,,40.759727,-74.151514,3,U,U,,0,3.4017E+14,,,,0
13368,RITE AID-2859-61 KENNEDYBLVD,"2859 John F Kennedy Boulevard West, Jersey City, NJ 07306, USA, Jersey City, NJ 07306",2859,,"John F Kennedy Boulevard West, Jersey City",,,Jersey City,NJ,7306,,40.7315927,-74.0647094,3,U,U,,0,3.4017E+14,,,,0
13383,RITE AID-337 CENTRAL AVE,"337 Central Ave Jersey City, NJ 07307-2919 United States, Jersey City, New Jersey 07307",337,,Central Ave Jersey City,,,Jersey City,NJ,7307,,40.746413,-74.049078,3,U,U,,0,3.4017E+14,,,,0
13387,RITE AID-35 MILL ROAD,"35 Mill Rd Irvington, NJ 07111-1009 United States, Irvington, New Jersey 07111",35,,Mill Rd Irvington,,,Irvington,NJ,7111,,40.713611,-74.249206,3,U,U,,0,3.4013E+14,,,,0
13392,RITE AID-3601 BERGENLINE AVE,"3601 Bergenline Ave Union City, NJ 07087-4752 United States, Union City, New Jersey 07087",3601,,Bergenline Ave Union City,,,Union City,NJ,7087,,40.77433,-74.027512,3,U,U,,0,3.4017E+14,,,,0
13399,RITE AID-395 DANFORTH AVE,"395 Danforth Ave Jersey City, NJ 07305-1906 United States, Jersey City, New Jersey 07305",395,,Danforth Ave Jersey City,,,Jersey City,NJ,7305,,40.703955,-74.097641,3,U,U,,0,3.4017E+14,,,,0
13415,RITE AID-432 BERGEN ST,"432 Bergen St Harrison, NJ 07029-2291 United States, Harrison, New Jersey 07029",432,,Bergen St Harrison,,,Harrison,NJ,7029,,40.743236,-74.155204,3,U,U,,0,3.4017E+14,,,,0
13421,RITE AID-461 MAIN ST,"461 Main St East Orange, NJ 07018-2204 United States, East Orange, New Jersey 07018",461,,Main St East Orange,,,East Orange,NJ,7018,,40.764649,-74.215429,3,U,U,,0,3.4013E+14,,,,0
13425,RITE AID-471 BROADWAY,"471 Broadway Bayonne, NJ 07002-3622 United States, Bayonne, New Jersey 07002",471,,Broadway Bayonne,,,Bayonne,NJ,7002,,40.663059,-74.119011,3,U,U,,0,3.4017E+14,,,,0
13439,RITE AID-543 CENTRAL AVE,"543 Central Ave East Orange, NJ 07018-1922 United States, East Orange, New Jersey 07018",543,,Central Ave East Orange,,,East Orange,NJ,7018,,40.760101,-74.222557,3,U,U,,0,3.4013E+14,,,,0
13442,RITE AID-5706 BERGENLINE AVE,"5706 Bergenline Ave West New York, NJ 07093-1230 United States, West New York, New Jersey 07093",5706,,Bergenline Ave West New York,,,West New York,NJ,7093,,40.787262,-74.017541,3,U,U,,0,3.4017E+14,,,,0
13462,RITE AID-701 FRANK E RODGERS,"701 Frank E Rodgers Blvd N Harrison, NJ 07029-2610 United States, Harrison, New Jersey 07029",701,,Frank E Rodgers Blvd N Harrison,,,Harrison,NJ,7029,,40.75136,-74.15743,3,U,U,,0,3.4017E+14,,,,0
13477,RITE AID-80 CENTRAL AVE,"80 Central Ave East Orange, NJ 07018-3939 United States, East Orange, New Jersey 07018",80,,Central Ave East Orange,,,East Orange,NJ,7018,,40.75155,-74.205475,3,U,U,,0,3.4013E+14,,,,0
13497,RITE AID-981 W SIDE AVE.,"981 West Side Ave Jersey City, NJ 07306-6903 United States, Jersey City, New Jersey 07306",981,,West Side Ave Jersey City,,,Jersey City,NJ,7306,,40.732712,-74.072388,3,U,U,,0,3.4017E+14,,,,0
13498,RITE CARE PHARMACY,"630 Central Ave East Orange, NJ 07018-1403 United States, East Orange, New Jersey 07018",630,,Central Ave East Orange,,,East Orange,NJ,7018,,40.762192,-74.225647,3,U,U,,0,3.4013E+14,,,,0
13523,ROSELAND AMBULATORY SURGERY CENTER LLC,"556 Eagle Rock Avenue, Roseland, NJ 07068, USA, Roseland, NJ 07068",556,,"Eagle Rock Avenue, Roseland",,,Roseland,NJ,7068,,40.82353,-74.326925,3,U,U,,0,3.4013E+14,,,,0
13525,ROSEVILLE PHARMACY,"500 Orange St Newark, NJ 07107-2944 United States, Newark, New Jersey 07107",500,,Orange St Newark,,,Newark,NJ,7107,,40.753632,-74.19136,3,U,U,,0,3.4013E+14,,,,0
13526,ROSSMORE PHARMACY,"338 Washington Ave Belleville, NJ 07109-3249 United States, Belleville, New Jersey 07109",338,,Washington Ave Belleville,,,Belleville,NJ,7109,,40.792511,-74.150658,3,U,U,,0,3.4013E+14,,,,0
13528,"ROXY PHARMACY, INC.","29 Court St Newark, NJ 07102-2693 United States, Newark, New Jersey 07102",29,,Court St Newark,,,Newark,NJ,7102,,40.731295,-74.176346,3,U,U,,0,3.4013E+14,,,,0
13531,RUTGERS FOCUS WELLNESS CENTER,"449 Broad Street, Newark, NJ 07102, USA, Newark, NJ 07102",449,,"Broad Street, Newark",,,Newark,NJ,7102,,40.746196,-74.170598,3,U,U,,0,3.4013E+14,,,,0
13549,Raffaele Gibilisco Md Pa,"435 59th Street, 1st Floor, Attn Lucy,West New York NJ 07093, West New York, New Jersey 07093",435,,"59th Street, 1st Floor",,,West New York,NJ,7093,,40.787811,-74.016052,3,U,U,,0,3.4017E+14,,,,0
13557,Rajendra Desai Md,"116 Millburn Avenue Suite 213,Millburn NJ 07041, Millburn, New Jersey 07041",116,,Millburn Avenue,,,Millburn,NJ,7041,,40.722019,-74.289078,3,U,U,,0,3.4013E+14,,,,0
13558,"Rajit B Malliah, Md","25 North Fullerton Ave, Northeast Office,Montclair NJ 07042, Montclair, New Jersey 07042",25,,North Fullerton Ave,,,Montclair,NJ,7042,,40.81485,-74.21698,3,U,U,,0,3.4013E+14,,,,0
13559,Rajitha R Gujja Md,"1018 Broad Street Suite 8,Bloomfield NJ 07003, Bloomfield, New Jersey 07003",1018,,Broad Street,,,Bloomfield,NJ,7003,,40.8269,-74.187828,3,U,U,,0,3.4013E+14,,,,0
13560,"Rakesh Mangal, Md","268 Academy Street, Jersey City, NJ 07306, USA, Jersey City, NJ 07306",268,,"Academy Street, Jersey City",,,Jersey City,NJ,7306,,40.7290602,-74.0654358,3,U,U,,0,3.4017E+14,,,,0
13593,Real Irms,"94 Old Short Hills Road Suite 403e,Livingston NJ 07039, Livingston, New Jersey 07039",94,,Old Short Hills Road,,,Livingston,NJ,7039,,40.763374,-74.302608,3,U,U,,0,3.4013E+14,,,,0
13600,Reddy B Allam Md,"73 Park Street,Montclair NJ 07042, Montclair, New Jersey 07042",73,,Park Street,,,Montclair,NJ,7042,,40.818802,-74.215553,3,U,U,,0,3.4013E+14,,,,0
13643,Regional Pathologists Pc,"230 60th Street,West New York NJ 07093, West New York, New Jersey 07093",230,,60th Street,,,West New York,NJ,7093,,40.786942,-74.012268,3,U,U,,0,3.4017E+14,,,,0
13644,Regional Woman's Health Group -,"266-272 Chestnut Street, Newark, NJ 07105, USA, Newark, NJ 07105",266-272,,"Chestnut Street, Newark",,,Newark,NJ,7105,,40.72319,-74.164033,3,U,U,,0,3.4013E+14,,,,0
13655,Regional Women's Health Group,"520 Pleasant Valley Way,West Orange NJ 07052, West Orange, New Jersey 07052",520,,Pleasant Valley Way,,,West Orange,NJ,7052,,40.808102,-74.261299,3,U,U,,0,3.4013E+14,,,,0
13657,Regional Women's Healthgr-Contemporary Womens Care,"776 Northfield Avenue, 2nd Floor,West Orange NJ 07052, West Orange, New Jersey 07052",776,,Northfield Avenue,,,West Orange,NJ,7052,,40.769161,-74.297348,3,U,U,,0,3.4013E+14,,,,0
13677,Renaissance Medical Group Pa,"155 Jefferson Street, Lower Level,Newark NJ 07105, Newark, New Jersey 07105",155,,Jefferson Street,,,Newark,NJ,7105,,40.72789,-74.16309,3,U,U,,0,3.4013E+14,,,,0
13680,Renal Care Group Maplewood,"2130 Millburn Avenue,Maplewood NJ 07040, Maplewood, New Jersey 07040",2130,,Millburn Avenue,,,Maplewood,NJ,7040,,40.72172,-74.28137,3,U,U,,0,3.4013E+14,,,,0
13694,Renex Dialysis Clinic Of Bloomfield,"206 Belleville Avenue,Bloomfield NJ 07003, Bloomfield, New Jersey 07003",206,,Belleville Avenue,,,Bloomfield,NJ,7003,,40.799221,-74.188812,3,U,U,,0,3.4013E+14,,,,0
13695,Renex Dialysis Clinic Of East Orange,"110 South Grove Street,East Orange NJ 07018, East Orange, New Jersey 07018",110,,South Grove Street,,,East Orange,NJ,7018,,40.753448,-74.205002,3,U,U,,0,3.4013E+14,,,,0
13696,Renex Dialysis Clinic Of Harrison,"620 Essex Street,Harrison NJ 07029, Harrison, New Jersey 07029",620,,Essex Street,,,Harrison,NJ,7029,,40.742674,-74.151498,3,U,U,,0,3.4017E+14,,,,0
13697,Renex Dialysis Clinic Of Orange Inc,"151 Central Ave,Orange NJ 07050, Orange, New Jersey 07050",151,,Central Ave,,,Orange,NJ,7050,,40.76451,-74.22969,3,U,U,,0,3.4013E+14,,,,0
13705,Reproductive Medicine Associates,"475 Prospect Ave, Ste 101,West Orange NJ 07052, West Orange, New Jersey 07052",475,,Prospect Ave,,,West Orange,NJ,7052,,40.793374,-74.253899,3,U,U,,0,3.4013E+14,,,,0
13710,Reprogenetics,"3 Regent Street Suite 301,Livingston NJ 07039, Livingston, New Jersey 07039",3,,Regent Street,,,Livingston,NJ,7039,,40.799091,-74.3535,3,U,U,,0,3.4013E+14,,,,0
13724,Rhomur Medical Services,"297 16th Ave,Newark NJ 07103-1104, Newark, New Jersey 07103",297,,16th Ave,,,Newark,NJ,7103,,40.737301,-74.209869,3,U,U,,0,3.4013E+14,,,,0
13727,Ricardo Matienzo Md,"450 7th Street Suite 9,Hoboken NJ 07030, Hoboken, New Jersey 07030",450,,7th Street,,,Hoboken,NJ,7030,,40.7459,-74.03525,3,U,U,,0,3.4017E+14,,,,0
13728,Ricardo P Ferraz Md,"374 Chestnut Street Suite A,Newark NJ 07105, Newark, New Jersey 07105",374,,Chestnut Street,,,Newark,NJ,7105,,40.721298,-74.159782,3,U,U,,0,3.4013E+14,,,,0
13734,Richard E Marki Md,"744 Broadway 3rd Floor,Bayonne NJ 07002, Bayonne, New Jersey 07002",744,,Broadway 3rd Floor,,,Bayonne,NJ,7002,,40.672449,-74.111046,3,U,U,,0,3.4017E+14,,,,0
13735,Richard G Binetti Md,"616 Bloomfield Ave Suite 2b,West Caldwell NJ 07006, West Caldwell, New Jersey 07006",616,,Bloomfield Ave,,,West Caldwell,NJ,7006,,40.846859,-74.289658,3,U,U,,0,3.4013E+14,,,,0
13742,Richard L Podkul Md,"1064 Broad Street,Bloomfield NJ 07003-2808, Bloomfield, New Jersey 07003",1064,,Broad Street,,,Bloomfield,NJ,7003,,40.828074,-74.187061,3,U,U,,0,3.4013E+14,,,,0
13745,Richard Pizzano Md,"135 Bloomfield Ave Suite K,Bloomfield NJ 07003, Bloomfield, New Jersey 07003",135,,Bloomfield Ave,,,Bloomfield,NJ,7003,,40.778641,-74.188919,3,U,U,,0,3.4013E+14,,,,0
13756,Rimma Sherman Md Pc,"101 Old Short Hills Road, Suite 214,West Orange NJ 07052, West Orange, New Jersey 07052",101,,Old Short Hills Road,,,West Orange,NJ,7052,,40.762379,-74.303078,3,U,U,,0,3.4013E+14,,,,0
13760,Rise and Shine Adult Medical Daycare,"6201 Grand Ave North Bergen, NJ 07047-3424 United States, North Bergen, New Jersey 07047",6201,,Grand Ave North Bergen,,,North Bergen,NJ,7047,,40.794181,-74.02298,3,U,U,,0,3.4017E+14,,,,0
13763,"Ritesh Kalra, Md","679 Montgomery Street,Jersey City NJ 07306, Jersey City, New Jersey 07306",679,,Montgomery Street,,,Jersey City,NJ,7306,,40.724411,-74.065979,3,U,U,,0,3.4017E+14,,,,0
13773,Riverside Medical Group,"324 Palisade Avenue, 2nd Floor,Jersey City NJ 07306, Jersey City, New Jersey 07307",324,,Palisade Avenue,,,Jersey City,NJ,7307,,40.739686,-74.047046,3,U,U,,0,3.4017E+14,,,,0
13774,Riverside Medical Group,"506 Broadway,Bayonne NJ 07002, Bayonne, New Jersey 07002",506,,Broadway,,,Bayonne,NJ,7002,,40.664268,-74.117973,3,U,U,,0,3.4017E+14,,,,0
13775,Riverside Medical Group,"6045 Kennedy Blvd,North Bergen NJ 07047, North Bergen, New Jersey 07047",6045,,Kennedy Blvd,,,North Bergen,NJ,7047,,40.792122,-74.021507,3,U,U,,0,3.4017E+14,,,,0
13776,Riverside Medical Group,"609 Washington Street,Hoboken NJ 07030, Hoboken, New Jersey 07030",609,,Washington Street,,,Hoboken,NJ,7030,,40.74379,-74.028969,3,U,U,,0,3.4017E+14,,,,0
13782,Riverside Pediatric Group,"232 Clinton Street,Hoboken NJ 07030, Hoboken, New Jersey 07030",232,,Clinton Street,,,Hoboken,NJ,7030,,40.739974,-74.034914,3,U,U,,0,3.4017E+14,,,,0
13783,Riverside Pediatric Group,"4201 Newyork Avenue,Union City NJ 07087, Union City, New Jersey 07087",4201,,Newyork Avenue,,,Union City,NJ,7087,,40.77713,-74.023788,3,U,U,,0,3.4017E+14,,,,0
13784,Riverside Pediatric Group,"506 Broadway,Bayonne NJ 07002, Bayonne, New Jersey 07002",506,,Broadway,,,Bayonne,NJ,7002,,40.664268,-74.117973,3,U,U,,0,3.4017E+14,,,,0
13785,Riverside Pediatric Group Inc,"714 10th Street,Secaucus NJ 07094-2921, Secaucus, New Jersey 07094",714,,10th Street,,,Secaucus,NJ,7094,,40.793336,-74.069362,3,U,U,,0,3.4017E+14,,,,0
13786,"Riverside Pediatric Group, Inc","609 Washington Street,Hoboken NJ 07030, Hoboken, New Jersey 07030",609,,Washington Street,,,Hoboken,NJ,7030,,40.74379,-74.028969,3,U,U,,0,3.4017E+14,,,,0
13787,Riverside Pediatrics,"46 Essex Street,Jersey City NJ 07302, Jersey City, New Jersey 07302",46,,Essex Street,,,Jersey City,NJ,7302,,40.712912,-74.035794,3,U,U,,0,3.4017E+14,,,,0
13791,Riverview Healthcare Associates,"2401 Palisade Avenue,Union City NJ 07087-4525, Union City, New Jersey 07087",2401,,Palisade Avenue,,,Union City,NJ,7087,,40.76675,-74.02978,3,U,U,,0,3.4017E+14,,,,0
13792,Riverview Healthcare Associates,"25 Mcwilliams Place Suite 303,Jersey City NJ 07302, Jersey City, New Jersey 07302",25,,Mcwilliams Place,,,Jersey City,NJ,7302,,40.727181,-74.044183,3,U,U,,0,3.4017E+14,,,,0
13810,Robert J Hanlon Md,"713 Kearny Avenue,Kearny NJ 07032-3005, Kearny, New Jersey 07032",713,,Kearny Avenue,,,Kearny,NJ,7032,,40.7762,-74.14229,3,U,U,,0,3.4017E+14,,,,0
13820,Robert Picciano Md,"36 Pacific Street,Newark NJ 07105, Newark, New Jersey 07105",36,,Pacific Street,,,Newark,NJ,7105,,40.726888,-74.16612,3,U,U,,0,3.4013E+14,,,,0
13821,Robert R Gialanella Md,"50 Newark Ave,Belleville NJ 07109-1185, Belleville, New Jersey 07109",50,,Newark Ave,,,Belleville,NJ,7109,,40.784294,-74.178336,3,U,U,,0,3.4013E+14,,,,0
13828,Robert W Boyajian Md,"255 Route 3 East Suite 203,Secaucus NJ 07094, Secaucus, New Jersey 07094",255,,Route 3 East,,,Secaucus,NJ,7094,,40.792177,-74.055809,3,U,U,,0,3.4017E+14,,,,0
13829,Robert W Richardson Md,"181 Franklin Ave,Nutley NJ 07110-2940, Nutley, New Jersey 07110",181,,Franklin Ave,,,Nutley,NJ,7110,,40.81427,-74.163132,3,U,U,,0,3.4013E+14,,,,0
13856,Ronald G Frank Md,"1500 Pleasant Valley Way, Suite 201,West Orange NJ 07052, West Orange, New Jersey 07052",1500,,Pleasant Valley Way,,,West Orange,NJ,7052,,40.770641,-74.285309,3,U,U,,0,3.4013E+14,,,,0
13860,Ronald Willenborg Md,"543 Valley Rd, Suite 4,Upper Montclair NJ 07043, Montclair, New Jersey 07043",543,,Valley Rd,,,Montclair,NJ,7043,,40.838341,-74.207336,3,U,U,,0,3.4013E+14,,,,0
13861,Ronald Zevin Md,"50 Union Ave 3rd Floor,Irvington NJ 07111-3262, Irvington, New Jersey 07111",50,,Union Ave 3rd Floor,,,Irvington,NJ,7111,,40.72474,-74.230465,3,U,U,,0,3.4013E+14,,,,0
13867,Rosa M Gonzalez Md,"7800 Palisade Avenue,North Bergen NJ 07047, North Bergen, New Jersey 07047",7800,,Palisade Avenue,,,North Bergen,NJ,7047,,40.800152,-74.005074,3,U,U,,0,3.4017E+14,,,,0
13874,Roseland Ambulatory Surgery Center Llc,"556 Eagle Rock Ave,Roseland NJ 07068, Roseland, New Jersey 07068",556,,Eagle Rock Ave,,,Roseland,NJ,7068,,40.822651,-74.327728,3,U,U,,0,3.4013E+14,,,,0
13878,Roseville Manor,"285 Roseville Ave Newark, NJ 07107-1703 United States, Newark, New Jersey 07107",285,,Roseville Ave Newark,,,Newark,NJ,7107,,40.760586,-74.188668,3,U,U,,0,3.4013E+14,,,,0
13886,Royal Homecare Management,"285 Roseville Ave Newark, NJ 07107-1703 United States, Newark, New Jersey 07107",285,,Roseville Ave Newark,,,Newark,NJ,7107,,40.760586,-74.188668,3,U,U,,0,3.4013E+14,,,,0
13891,Rubino Ob-Gyn Group Pa,"101 Old Short Hills Road Suite 410,West Orange NJ 07052, West Orange, New Jersey 07052",101,,Old Short Hills Road,,,West Orange,NJ,7052,,40.762379,-74.303078,3,U,U,,0,3.4013E+14,,,,0
13906,Rutgers University Diagnostic Services,"110 Bergen St, Room C-830,Newark NJ 07103-2400, Newark, New Jersey 07103",110,,"Bergen St, Room C",,,Newark,NJ,7103,,40.741126,-74.192013,3,U,U,,0,3.4013E+14,,,,0
13909,Rutgers-Focus Wellness Center,"449 Broad Street,Newark NJ 07102, Newark, New Jersey 07102",449,,Broad Street,,,Newark,NJ,7102,,40.74625,-74.170219,3,U,U,,0,3.4013E+14,,,,0
13923,S Klughaupt Md,"50 Newark Ave,Belleville NJ 07109, Belleville, New Jersey 07109",50,,Newark Ave,,,Belleville,NJ,7109,,40.784294,-74.178336,3,U,U,,0,3.4013E+14,,,,0
13924,S R Abbassi & Agrama Pc,"372 Valley Road,West Orange NJ 07052, West Orange, New Jersey 07052",372,,Valley Road,,,West Orange,NJ,7052,,40.774319,-74.240028,3,U,U,,0,3.4013E+14,,,,0
13938,"SAINT MICHAEL'S MEDICAL CENTER, INC.","111 Central Avenue, Rutgers University-Newark, Newark, NJ 07102, USA, Newark, NJ 07102",111,,"Central Avenue, Rutgers University-Newark, Newark",,,Newark,NJ,7102,,40.7432297,-74.1743089,3,U,U,,0,3.4013E+14,,,,0
13939,SAINT MICHAEL'S MEDICAL CENTER-COLUMBUS CAMPUS,"495 North 13th Street, Newark, NJ 07107, USA, Newark, NJ 07107",495,,"North 13th Street, Newark",,,Newark,NJ,7107,,40.7731005,-74.1869018,3,U,U,,0,3.4013E+14,,,,0
